"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2009",7.9,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2010",8.21,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2011",7.78,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2012",7.99,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2013",8.05,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2014",8.13,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2015",7.58,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2016",7.47,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2017",7.54,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2018",7.51,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2019",7.53,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2020",6.54,
"ZAF","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2007",0.33,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2008",0.35,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2009",0.34,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2010",0.34,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2011",0.32,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2012",0.38,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2013",0.37,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2014",0.38,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2015",0.43,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2016",0.48,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2017",0.48,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2018",0.47,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2019",0.47,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2020",0.43,
"SDN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2007",11.2,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2008",10.66,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2009",10.1,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2010",10.75,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2011",10.93,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2012",10.73,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2013",10.73,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2014",10.89,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2015",10.87,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2016",11.05,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2017",11.3,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2018",11.15,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2019",10.77,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2020",10.71,
"TWN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2007",0.13,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2008",0.13,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2009",0.12,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2010",0.14,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2011",0.16,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2012",0.18,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2013",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2014",0.18,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2015",0.19,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2016",0.17,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2017",0.18,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2018",0.18,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2019",0.21,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2020",0.2,
"TZA","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"THA","AIREMISSION","CO2","TONNE_CAP","A","2007",3.17,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2008",3.22,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2009",3.08,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2010",3.3,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2011",3.26,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2012",3.49,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2013",3.6,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2014",3.52,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2015",3.61,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2016",3.54,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2017",3.53,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2018",3.48,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2019",3.61,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2020",3.48,
"THA","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2007",6.58,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2008",6.38,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2009",5.41,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2010",5.8,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2011",6.11,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2012",6.01,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2013",5.86,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2014",5.17,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2015",4.15,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2016",4.39,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2017",3.82,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2018",4.07,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2019",3.84,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2020",3.66,
"UKR","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2007",20.15,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2008",20.68,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2009",18.77,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2010",18.09,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2011",17.8,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2012",18.45,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2013",19.26,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2014",19.29,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2015",20.12,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2016",20.6,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2017",19.39,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2018",17.24,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2019",18.21,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2020",18.28,
"ARE","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"URY","AIREMISSION","CO2","TONNE_CAP","A","2007",1.68,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2008",2.25,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2009",2.16,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2010",1.77,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2011",2.15,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2012",2.42,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2013",2.07,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2014",1.82,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2015",1.85,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2016",1.82,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2017",1.68,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2018",1.81,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2019",1.88,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2020",1.78,
"URY","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2007",1.05,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2008",1.17,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2009",1.29,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2010",1.44,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2011",1.42,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2012",1.4,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2013",1.45,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2014",1.59,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2015",1.78,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2016",1.96,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2017",1.96,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2018",2.46,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2019",2.94,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2020",3.02,
"VNM","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2007",0.14,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2008",0.15,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2009",0.16,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2010",0.16,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2011",0.19,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2012",0.24,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2013",0.24,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2014",0.26,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2015",0.27,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2016",0.28,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2017",0.35,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2018",0.39,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2019",0.37,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2020",0.36,
"ZMB","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2007",4.35,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2008",4.33,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2009",4.21,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2010",4.42,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2011",4.5,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2012",4.49,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2013",4.52,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2014",4.48,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2015",4.41,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2016",4.36,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2017",4.38,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2018",4.44,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2019",4.38,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2020",4.08,
"WLD","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2007",6.79,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2008",6.58,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2009",6.26,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2010",6.32,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2011",6.94,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2012",6.24,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2013",6.38,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2014",5.37,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2015",6.3,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2016",6.5,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2017",6.63,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2018",6.49,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2019",6.5,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2020",6.56,
"SRB","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2007",3.41,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2008",4.37,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2009",2.83,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2010",4.18,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2011",4.09,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2012",3.76,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2013",3.65,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2014",3.57,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2015",3.79,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2016",3.46,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2017",3.65,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2018",4.02,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2019",4.18,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2020",4.07,
"MNE","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2007",10.28,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2008",9.95,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2009",9.31,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2010",9.63,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2011",9.39,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2012",9.2,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2013",9.19,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2014",8.95,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2015",8.85,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2016",8.75,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2017",8.67,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2018",8.64,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2019",8.31,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2020",7.52,
"OECD","AIREMISSION","CO2","TONNE_CAP","A","2021",7.91,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2007",7.77,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2008",7.57,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2009",6.99,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2010",7.18,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2011",6.9,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2012",6.82,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2013",6.64,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2014",6.26,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2015",6.32,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2016",6.29,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2017",6.29,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2018",6.13,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2019",5.82,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2020",5.23,
"EU28","AIREMISSION","CO2","TONNE_CAP","A","2021",5.98,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2007",5.4,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2008",5.37,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2009",5.26,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2010",5.54,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2011",5.67,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2012",5.68,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2013",5.74,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2014",5.7,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2015",5.61,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2016",5.54,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2017",5.58,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2018",5.68,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2019",5.6,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2020",5.3,
"G20","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2007",0.46,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2008",0.55,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2009",0.62,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2010",0.61,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2011",0.63,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2012",0.66,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2013",0.74,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2014",0.78,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2015",0.77,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2016",0.67,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2017",0.56,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2018",0.56,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2019",0.59,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2020",0.46,
"AGO","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2007",22.06,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2008",22.07,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2009",20.65,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2010",20.58,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2011",20,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2012",20.54,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2013",21.49,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2014",22.27,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2015",21.9,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2016",20.77,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2017",19.92,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2018",19.22,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2019",19.86,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2020",18.87,
"BHR","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2007",0.45,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2008",0.44,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2009",0.47,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2010",0.5,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2011",0.47,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2012",0.43,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2013",0.45,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2014",0.48,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2015",0.5,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2016",0.6,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2017",0.6,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2018",0.63,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2019",0.6,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2020",0.63,
"BEN","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2007",1.16,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2008",1.21,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2009",1.26,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2010",1.35,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2011",1.45,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2012",1.52,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2013",1.6,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2014",1.69,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2015",1.71,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2016",1.8,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2017",1.8,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2018",1.79,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2019",1.76,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2020",1.46,
"BOL","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2007",2.3,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2008",2.29,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2009",2.09,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2010",1.65,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2011",1.92,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2012",1.67,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2013",2.63,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2014",3.34,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2015",3.27,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2016",3.07,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2017",3.33,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2018",3.58,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2019",3.12,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2020",2.45,
"BWA","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2007",0.22,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2008",0.22,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2009",0.24,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2010",0.25,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2011",0.24,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2012",0.24,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2013",0.25,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2014",0.27,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2015",0.26,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2016",0.26,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2017",0.26,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2018",0.27,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2019",0.26,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2020",0.26,
"CMR","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"COG","AIREMISSION","CO2","TONNE_CAP","A","2007",0.28,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2008",0.34,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2009",0.38,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2010",0.43,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2011",0.48,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2012",0.49,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2013",0.55,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2014",0.55,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2015",0.65,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2016",0.6,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2017",0.56,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2018",0.57,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2019",0.66,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2020",0.64,
"COG","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2007",1.54,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2008",1.52,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2009",1.43,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2010",1.45,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2011",1.5,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2012",1.48,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2013",1.53,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2014",1.52,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2015",1.43,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2016",1.54,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2017",1.55,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2018",1.53,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2019",1.48,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2020",1.29,
"CRI","AIREMISSION","CO2","TONNE_CAP","A","2021",1.44,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2007",0.29,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2008",0.32,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2009",0.29,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2010",0.3,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2011",0.28,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2012",0.36,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2013",0.39,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2014",0.4,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2015",0.42,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2016",0.4,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2017",0.43,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2018",0.4,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2019",0.42,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2020",0.41,
"CIV","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2007",2.34,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2008",2.27,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2009",2.3,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2010",2.41,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2011",2.36,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2012",2.46,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2013",2.47,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2014",2.28,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2015",2.51,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2016",2.33,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2017",2.26,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2018",2.29,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2019",2.1,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2020",2.11,
"CUB","AIREMISSION","CO2","TONNE_CAP","A","2021",,"L"
